Time,Lead I,Lead II,Lead III,aVR,aVL,aVF
0.405,-0.114384,0.00414083,0.118525,0.0636489,-0.13447,0.070821
0.41,-0.105523,0.000755494,0.106279,0.0604875,-0.122284,0.0617961
0.415,-0.0976513,-0.00252323,0.095128,0.0578357,-0.111301,0.0534654
0.42,-0.0940364,-0.00585905,0.0881774,0.0576747,-0.105201,0.0475265
0.425,-0.093071,-0.0101558,0.0829152,0.059598,-0.101606,0.0420076
0.43,-0.091929,-0.0161571,0.0757719,0.0624035,-0.0968222,0.0344186
0.435,-0.092416,-0.0221345,0.0702815,0.0661357,-0.0939334,0.0277977
0.44,-0.0983315,-0.0260821,0.0722495,0.0718302,-0.098485,0.0266548
0.445,-0.108975,-0.0271178,0.0818574,0.0785733,-0.110177,0.0316039
0.45,-0.120474,-0.0259552,0.0945186,0.0845408,-0.124126,0.0395851
0.455,-0.129094,-0.0246348,0.104459,0.0887555,-0.134842,0.0460867
0.46,-0.132178,-0.025208,0.10697,0.090867,-0.138073,0.0472056
0.465,-0.129759,-0.0276183,0.102141,0.0908617,-0.133887,0.0430255
0.47,-0.12492,-0.0312744,0.0936457,0.0901788,-0.126189,0.0360101
0.475,-0.120652,-0.0361187,0.0845329,0.0905114,-0.118463,0.0279519
0.48,-0.116076,-0.0402693,0.0758067,0.090266,-0.110783,0.0205175
0.485,-0.11103,-0.0426164,0.0684141,0.088708,-0.103602,0.0148943
0.49,-0.108435,-0.0444175,0.0640174,0.0882494,-0.0995653,0.011316
0.495,-0.108633,-0.0465192,0.062114,0.0895773,-0.0985809,0.00900361
0.5,-0.109313,-0.0483616,0.0609511,0.0910332,-0.0983018,0.00726857
0.505,-0.109425,-0.0486766,0.0607483,0.0912799,-0.0982495,0.00696962
0.51,-0.109162,-0.0474107,0.0617516,0.0903975,-0.0986772,0.00827972
0.515,-0.109082,-0.0463229,0.0627592,0.089723,-0.0992125,0.00948952
0.52,-0.109985,-0.0478919,0.0620933,0.0911504,-0.0993495,0.00819916
0.525,-0.111049,-0.0525762,0.0584727,0.094469,-0.0978733,0.00340437
0.53,-0.111743,-0.0580293,0.0537139,0.0980181,-0.0955267,-0.00249147
0.535,-0.111575,-0.0609346,0.0506404,0.0995983,-0.093655,-0.00594336
0.54,-0.11125,-0.0586503,0.0526001,0.0980922,-0.0945991,-0.00349313
0.545,-0.112735,-0.0507114,0.062024,0.094366,-0.100897,0.00653133
0.55,-0.114892,-0.0382486,0.076643,0.0884155,-0.110583,0.022167
0.555,-0.113945,-0.0227156,0.091229,0.0789008,-0.118457,0.0395562
0.56,-0.109798,-0.00652976,0.103269,0.067162,-0.123014,0.0558521
0.565,-0.106526,0.00778793,0.114314,0.0570066,-0.127502,0.0704957
0.57,-0.107415,0.0192553,0.12667,0.0508988,-0.135149,0.08425
0.575,-0.110807,0.0299152,0.140722,0.0467027,-0.14522,0.0985172
0.58,-0.110237,0.0419958,0.152232,0.0393988,-0.151536,0.112138
0.585,-0.103875,0.0562969,0.160172,0.0274694,-0.152448,0.124978
0.59,-0.0972009,0.0717472,0.168948,0.0146956,-0.153661,0.138965
0.595,-0.0952738,0.0859148,0.181189,0.00540344,-0.159616,0.154212
0.6,-0.0986186,0.0973046,0.195923,0.000758603,-0.170054,0.169295
0.605,-0.104061,0.105111,0.209172,-0.000606628,-0.180845,0.181452
0.61,-0.105898,0.106754,0.212652,-0.000494141,-0.183914,0.184409
0.615,-0.10205,0.0983407,0.200391,0.00214168,-0.174614,0.172473
0.62,-0.0970873,0.0780796,0.175167,0.0109741,-0.157186,0.146212
0.625,-0.0961852,0.0483733,0.144559,0.0276042,-0.138993,0.111389
0.63,-0.0989217,0.0147037,0.113625,0.0486233,-0.122714,0.0740908
0.635,-0.100956,-0.0164724,0.0844837,0.0677973,-0.107064,0.0392663
0.64,-0.101372,-0.0416809,0.0596912,0.0825916,-0.0929899,0.0103982
0.645,-0.103492,-0.0614175,0.0420749,0.0952107,-0.0840433,-0.0111674
0.65,-0.108597,-0.0772111,0.031386,0.107276,-0.0808193,-0.0264571
0.655,-0.113225,-0.089488,0.0237372,0.117036,-0.0790752,-0.0379612
0.66,-0.113962,-0.0991033,0.0148588,0.123013,-0.0743747,-0.0486386
0.665,-0.111095,-0.106061,0.00503367,0.125375,-0.0670468,-0.0583282
0.67,-0.106117,-0.109537,-0.00341994,0.124508,-0.0592923,-0.0652158
0.675,-0.100627,-0.11068,-0.0100534,0.121998,-0.0522926,-0.0697056
0.68,-0.0936105,-0.109612,-0.0160019,0.117331,-0.0448073,-0.0725234
0.685,-0.0815221,-0.100573,-0.0190509,0.105133,-0.0360678,-0.0690648
0.69,-0.0599053,-0.0699643,-0.010059,0.0749802,-0.0287788,-0.0462015
0.695,-0.0320475,0.00231448,0.034362,0.0171664,-0.0383415,0.0211752
0.7,-0.0124653,0.134621,0.147086,-0.0705266,-0.0921171,0.162644
0.705,-0.0151154,0.332437,0.347553,-0.183206,-0.209387,0.392592
0.71,-0.0458066,0.577283,0.623089,-0.306848,-0.386187,0.693035
0.715,-0.103097,0.81207,0.915167,-0.409326,-0.587894,0.99722
0.72,-0.177763,0.95443,1.13219,-0.448409,-0.756303,1.20471
0.725,-0.254926,0.949862,1.20479,-0.401221,-0.842766,1.24399
0.73,-0.317363,0.812413,1.12978,-0.285817,-0.835506,1.12132
0.735,-0.350631,0.608364,0.958994,-0.148802,-0.756112,0.904914
0.74,-0.348832,0.405806,0.754638,-0.0328939,-0.637088,0.669982
0.745,-0.317058,0.24242,0.559478,0.0430927,-0.506068,0.462976
0.75,-0.267248,0.126542,0.39379,0.0812369,-0.38165,0.300413
0.755,-0.211735,0.0501579,0.261893,0.0932863,-0.273449,0.180162
0.76,-0.159364,-0.000381593,0.158983,0.0922293,-0.183798,0.0915684
0.765,-0.118922,-0.0359423,0.0829796,0.0894108,-0.116568,0.027157
0.77,-0.0943101,-0.0617724,0.0325376,0.0901142,-0.0732355,-0.0168787
0.775,-0.0819402,-0.0797645,0.00217572,0.0933602,-0.0485643,-0.0447959
0.78,-0.0766605,-0.0918864,-0.0152258,0.0973106,-0.0354693,-0.0618412
0.785,-0.0739745,-0.10139,-0.027415,0.101246,-0.0268811,-0.0743653
0.79,-0.0694544,-0.109808,-0.0403536,0.103497,-0.0168014,-0.0866958
0.795,-0.0621006,-0.116286,-0.0541853,0.102991,-0.00456987,-0.0984216
0.8,-0.0527108,-0.119376,-0.0666655,0.0993545,0.00805677,-0.107411
0.805,-0.0426083,-0.119161,-0.0765529,0.0933976,0.0195979,-0.112996
0.81,-0.0364641,-0.116948,-0.0804838,0.0885724,0.0254147,-0.113987
0.815,-0.0381136,-0.114197,-0.0760829,0.0879363,0.0219216,-0.109858
0.82,-0.0441492,-0.110827,-0.0666781,0.0894757,0.013007,-0.102483
0.825,-0.0482736,-0.107052,-0.0587783,0.0896772,0.00606489,-0.0957421
0.83,-0.0481942,-0.103371,-0.0551771,0.0875063,0.0040316,-0.0915379
0.835,-0.044137,-0.0995449,-0.0554079,0.0829547,0.00650721,-0.089462
0.84,-0.038017,-0.0960383,-0.0580213,0.0773969,0.0115495,-0.0889463
0.845,-0.0331634,-0.0926244,-0.059461,0.0726235,0.0151829,-0.0878065
0.85,-0.0327767,-0.0882306,-0.0554539,0.0698636,0.0130927,-0.0829562
0.855,-0.0369159,-0.0833246,-0.0464087,0.0694208,0.00548068,-0.0749015
0.86,-0.0395852,-0.0789739,-0.0393887,0.0684501,-0.000113463,-0.0683366
0.865,-0.0357201,-0.0757256,-0.0400055,0.0643431,0.00247419,-0.0668173
0.87,-0.027228,-0.0736381,-0.0464101,0.0582351,0.0110748,-0.0693099
0.875,-0.0187273,-0.0723206,-0.0535933,0.0525665,0.0201299,-0.0726964
0.88,-0.0102687,-0.0715592,-0.0612905,0.0472433,0.0294575,-0.0767008
0.885,-0.000533515,-0.0705309,-0.0699974,0.041029,0.040105,-0.081134
0.89,0.00579695,-0.0679276,-0.0737245,0.0358711,0.0459117,-0.0817829
0.895,0.00468599,-0.0623348,-0.0670208,0.0332835,0.0413999,-0.0746834
0.9,8.33E-05,-0.0544458,-0.0545291,0.0313862,0.0315304,-0.0629166
0.905,-0.00108262,-0.0472209,-0.0461383,0.0278881,0.0260129,-0.053901
0.91,0.00426341,-0.0427221,-0.0469855,0.0222041,0.0295886,-0.0517927
0.915,0.0152286,-0.0406244,-0.055853,0.0146622,0.041039,-0.0557012
0.92,0.0280366,-0.0404412,-0.0684778,0.00716177,0.0557226,-0.0628843
0.925,0.0388485,-0.0408007,-0.0796492,0.00112708,0.0684147,-0.0695417
0.93,0.0458014,-0.0399042,-0.0857056,-0.0034048,0.0759256,-0.0725208
0.935,0.0486746,-0.0379433,-0.0866179,-0.00619569,0.0781111,-0.0719154
0.94,0.0493856,-0.0360491,-0.0854347,-0.00769986,0.0778385,-0.0701387
0.945,0.0510907,-0.0344084,-0.0854991,-0.00963156,0.0788601,-0.0692286
0.95,0.0541748,-0.0331619,-0.0873367,-0.0121318,0.0817017,-0.0695698
0.955,0.0562333,-0.0325148,-0.0887481,-0.0136939,0.083705,-0.0700111
0.96,0.0572601,-0.0322819,-0.089542,-0.0144212,0.0847562,-0.070335
0.965,0.0592126,-0.0327694,-0.091982,-0.0152669,0.0872922,-0.0720252
0.97,0.0616405,-0.0336243,-0.0952648,-0.0161751,0.0905892,-0.0744141
0.975,0.0593379,-0.0321464,-0.0914843,-0.015699,0.0870772,-0.0713782
0.98,0.0463268,-0.0281496,-0.0744763,-0.0104946,0.0697457,-0.0592511
0.985,0.0235715,-0.0260468,-0.0496183,0.00142915,0.0422561,-0.0436852
0.99,-0.00176246,-0.0289033,-0.0271408,0.0177049,0.0146522,-0.0323571
0.995,-0.0250094,-0.0347152,-0.00970576,0.034482,-0.00883558,-0.0256464
1,-0.0431167,-0.0402233,0.00289339,0.0481163,-0.0265639,-0.0215524
1.005,-0.0540344,-0.0458157,0.00821868,0.0576485,-0.0359418,-0.0217067
1.01,-0.058583,-0.0533855,0.00519754,0.064645,-0.0368237,-0.0278213
1.015,-0.0584352,-0.0628425,-0.0044073,0.0700197,-0.031193,-0.0388267
1.02,-0.0574117,-0.0728622,-0.0154505,0.0752136,-0.0242263,-0.0509874
1.025,-0.0598207,-0.0810741,-0.0212535,0.0813456,-0.0222668,-0.0590788
1.03,-0.0657788,-0.0862798,-0.020501,0.0877911,-0.0261412,-0.0616499
1.035,-0.0718848,-0.090539,-0.0186542,0.0937754,-0.0307327,-0.0630427
1.04,-0.074325,-0.0948743,-0.0205493,0.0976872,-0.0310474,-0.0666398
1.045,-0.0735524,-0.0984115,-0.0248591,0.0992834,-0.0281131,-0.0711703
1.05,-0.0753231,-0.100984,-0.0256606,0.101791,-0.0286727,-0.0731181
1.055,-0.0826846,-0.102357,-0.0196721,0.106834,-0.0363803,-0.0704533
1.06,-0.0918541,-0.101981,-0.0101268,0.111911,-0.0471853,-0.0647253
1.065,-0.0983908,-0.0989811,-0.000590347,0.113953,-0.0564651,-0.0574876
1.07,-0.100463,-0.0939997,0.00646364,0.112273,-0.0617343,-0.050539
1.075,-0.0972407,-0.0901284,0.00711235,0.108178,-0.0602482,-0.0479293
1.08,-0.0894535,-0.0887617,0.000691779,0.102893,-0.0520454,-0.0508472
1.085,-0.0800442,-0.0872308,-0.00718658,0.0965762,-0.0420643,-0.0545119
1.09,-0.0730075,-0.0829872,-0.00997974,0.0900635,-0.0363891,-0.0536745
1.095,-0.0717243,-0.0763139,-0.00458963,0.0854699,-0.0387602,-0.0467097
1.1,-0.0764454,-0.0696169,0.00682849,0.0843291,-0.0480782,-0.0362509
1.105,-0.0836812,-0.0654251,0.0182562,0.0860865,-0.0588536,-0.027233
1.11,-0.0881852,-0.0643159,0.0238693,0.0880465,-0.0646947,-0.0233518
1.115,-0.0850105,-0.0647149,0.0202955,0.086444,-0.0607984,-0.0256455
1.12,-0.0741759,-0.0655757,0.00860021,0.0806856,-0.0477908,-0.0328948
1.125,-0.0625536,-0.0671523,-0.00459871,0.0748857,-0.0334603,-0.0414254
1.13,-0.0552405,-0.0688884,-0.0136479,0.0716658,-0.0240135,-0.0476524
1.135,-0.0512419,-0.0703516,-0.0191097,0.070202,-0.0185515,-0.0516505
1.14,-0.0504791,-0.0722588,-0.0217798,0.0708627,-0.0165695,-0.0542932
1.145,-0.0550471,-0.0747098,-0.0196627,0.0749151,-0.0204292,-0.0544859
1.15,-0.0652414,-0.0762644,-0.011023,0.0816984,-0.031303,-0.0503954
1.155,-0.0766822,-0.0761263,0.000555925,0.088224,-0.0445934,-0.0436306
1.16,-0.083556,-0.0760636,0.00749245,0.0921564,-0.0525668,-0.0395895
1.165,-0.084946,-0.0776136,0.00733235,0.0938538,-0.0532769,-0.0405769
1.17,-0.0850895,-0.0796961,0.00539342,0.0951389,-0.0522403,-0.0428986
1.175,-0.0872317,-0.0810065,0.00622517,0.0971323,-0.0539573,-0.043175
1.18,-0.0909466,-0.0821981,0.00874842,0.0999651,-0.0575589,-0.0424062
1.185,-0.0943887,-0.0850202,0.00936853,0.103582,-0.0599043,-0.0436775
1.19,-0.0960873,-0.0886184,0.00746896,0.10664,-0.0597882,-0.0468516
1.195,-0.094666,-0.091136,0.00353003,0.107273,-0.0566935,-0.0505793
1.2,-0.088126,-0.0924186,-0.00429264,0.104237,-0.0484012,-0.0558362
1.205,-0.0758602,-0.0937587,-0.0178985,0.0979295,-0.0334642,-0.0644653
1.21,-0.0633235,-0.0964979,-0.0331744,0.0922729,-0.0174066,-0.0748663
1.215,-0.0577968,-0.10126,-0.0434629,0.0918313,-0.00827566,-0.0835556
1.22,-0.0617445,-0.107005,-0.0452601,0.0974273,-0.00951728,-0.08791
1.225,-0.072538,-0.111323,-0.0387854,0.106152,-0.0194871,-0.0866654
1.23,-0.084383,-0.112676,-0.0282932,0.113772,-0.0323835,-0.0813887
1.235,-0.0914188,-0.112061,-0.0206425,0.117479,-0.0408627,-0.0766165
1.24,-0.0916933,-0.112354,-0.0206608,0.117807,-0.0410106,-0.0767962
1.245,-0.0876979,-0.115732,-0.0280342,0.11745,-0.0344468,-0.0830035
1.25,-0.0823887,-0.120702,-0.038313,0.117254,-0.0254471,-0.0918072
1.255,-0.0782353,-0.124764,-0.0465289,0.117202,-0.0183057,-0.0988961
1.26,-0.0772111,-0.126929,-0.0497176,0.11786,-0.0158734,-0.101987
1.265,-0.0793919,-0.12705,-0.0476576,0.119189,-0.0183218,-0.100867
1.27,-0.0826703,-0.126788,-0.0441175,0.120931,-0.0222585,-0.0986721
1.275,-0.0849635,-0.127701,-0.042737,0.122782,-0.0243795,-0.0984021
1.28,-0.0834445,-0.129129,-0.0456844,0.122729,-0.0218008,-0.100928
1.285,-0.0776906,-0.129846,-0.0521557,0.119821,-0.0147426,-0.105079
1.29,-0.0736985,-0.128677,-0.0549781,0.116841,-0.0108083,-0.106033
1.295,-0.0766473,-0.125605,-0.0489578,0.11677,-0.0159865,-0.100784
1.3,-0.0841075,-0.121391,-0.0372838,0.118645,-0.0270337,-0.0916111
1.305,-0.0899945,-0.116614,-0.0266196,0.119286,-0.0365895,-0.082696
1.31,-0.0912453,-0.109675,-0.0184297,0.116001,-0.0420401,-0.0739612
1.315,-0.0889014,-0.099435,-0.0105336,0.108736,-0.0452457,-0.0634904
1.32,-0.0837981,-0.0878972,-0.00409911,0.0991283,-0.0460142,-0.0531141
1.325,-0.0761833,-0.0767051,-0.000521868,0.0882701,-0.0436831,-0.044587
1.33,-0.0686575,-0.0662474,0.00241012,0.0778873,-0.0410309,-0.0368565
1.335,-0.0648089,-0.0551114,0.00969755,0.069236,-0.0430163,-0.0262197
1.34,-0.0664792,-0.041042,0.0254372,0.0620774,-0.053068,-0.00900944
1.345,-0.0736122,-0.0236288,0.0499834,0.0561421,-0.0713579,0.0152158
1.35,-0.0834225,-0.00622091,0.0772016,0.0517556,-0.0927363,0.0409807
1.355,-0.0923805,0.00706756,0.099448,0.0492554,-0.110752,0.0614968
1.36,-0.0971566,0.0165146,0.113671,0.0465587,-0.121721,0.0751627
1.365,-0.0955053,0.0231321,0.118637,0.0417847,-0.123635,0.0818506
1.37,-0.0872741,0.0244249,0.111699,0.036286,-0.114877,0.0785911
1.375,-0.0754603,0.0158809,0.0913413,0.0343982,-0.0963029,0.0619048
1.38,-0.066781,-0.00468515,0.0620959,0.041261,-0.0744071,0.0331461
1.385,-0.0656973,-0.0350385,0.0306588,0.0581598,-0.0556312,-0.00252862
1.39,-0.0698952,-0.0694606,0.000434555,0.0804571,-0.0406049,-0.0398522
1.395,-0.0746754,-0.101515,-0.0268395,0.101723,-0.027618,-0.0741054
1.4,-0.0776449,-0.126445,-0.0487997,0.117831,-0.0166538,-0.101177
1.405,-0.0800946,-0.144332,-0.0642379,0.129573,-0.00915487,-0.120418
1.41,-0.0840313,-0.15714,-0.0731084,0.13924,-0.00630632,-0.132934
1.415,-0.0878517,-0.165947,-0.0780956,0.146531,-0.00563271,-0.140898
1.42,-0.0868867,-0.172187,-0.0853007,0.149576,-0.000915663,-0.148661
1.425,-0.0798516,-0.176695,-0.0968437,0.148117,0.00981042,-0.157928
1.43,-0.0740797,-0.180116,-0.106036,0.14676,0.01845,-0.16521
1.435,-0.0752982,-0.183947,-0.108649,0.149675,0.019255,-0.16893
1.44,-0.0777626,-0.18724,-0.109478,0.152999,0.0183106,-0.17131
1.445,-0.0695393,-0.181787,-0.112248,0.145103,0.0246577,-0.169761
1.45,-0.0433685,-0.15221,-0.108842,0.112917,0.037801,-0.150718
1.455,-0.00558785,-0.080681,-0.0750931,0.0498073,0.0401289,-0.0899362
1.46,0.025545,0.0495414,0.0239964,-0.0433511,0.000894062,0.042457
1.465,0.0321681,0.247678,0.21551,-0.161569,-0.105853,0.267422
1.47,0.00501353,0.498427,0.493413,-0.290661,-0.281978,0.572639
1.475,-0.0548184,0.744159,0.798977,-0.397991,-0.492939,0.89093
1.48,-0.134066,0.899324,1.03339,-0.441822,-0.674031,1.11585
1.485,-0.213535,0.901121,1.11466,-0.396978,-0.766831,1.16381
1.49,-0.276063,0.757166,1.03323,-0.277765,-0.75592,1.03368
1.495,-0.310918,0.535467,0.846384,-0.129643,-0.668168,0.797812
1.5,-0.313355,0.31431,0.627665,-0.000551378,-0.543298,0.54385
1.505,-0.282908,0.141021,0.423929,0.0819188,-0.408093,0.326174
1.51,-0.229841,0.0260541,0.255895,0.117656,-0.280439,0.162783
1.515,-0.173905,-0.0420268,0.131878,0.124668,-0.176544,0.0518757
1.52,-0.126797,-0.0807759,0.0460208,0.119842,-0.0997762,-0.0200659
1.525,-0.0922241,-0.105327,-0.0131029,0.114056,-0.0456806,-0.0683755
1.53,-0.0737399,-0.12381,-0.0500701,0.114055,-0.0136658,-0.10039
1.535,-0.0704956,-0.138833,-0.0683373,0.120856,-0.00124609,-0.11961
1.54,-0.0749946,-0.15022,-0.0752249,0.130027,0.000132979,-0.13016
1.545,-0.0786565,-0.156691,-0.078035,0.135878,-0.00035883,-0.135519
1.55,-0.0778771,-0.159217,-0.0813401,0.136886,0.00199934,-0.138886
1.555,-0.0731314,-0.160713,-0.0875815,0.13501,0.00834273,-0.143353
1.56,-0.0658711,-0.163365,-0.0974942,0.13235,0.0182576,-0.150607
1.565,-0.0576295,-0.166898,-0.109269,0.129631,0.0298139,-0.159445
1.57,-0.0497414,-0.168719,-0.118977,0.126128,0.0399734,-0.166101
1.575,-0.0428383,-0.167334,-0.124496,0.121343,0.0471449,-0.168488
1.58,-0.0369421,-0.163887,-0.126945,0.115949,0.0519632,-0.167912
1.585,-0.0330489,-0.159435,-0.126386,0.111131,0.0538883,-0.165019
1.59,-0.0312419,-0.153699,-0.122457,0.106776,0.0526632,-0.159439
1.595,-0.0286225,-0.147593,-0.118971,0.101738,0.0521624,-0.153901
1.6,-0.0230789,-0.142582,-0.119503,0.0956446,0.0556707,-0.151315
1.605,-0.016556,-0.138865,-0.122309,0.0897326,0.0610567,-0.150789
1.61,-0.0123554,-0.134853,-0.122498,0.084991,0.0635908,-0.148582
1.615,-0.0135258,-0.129645,-0.116119,0.0826597,0.0592324,-0.141892
1.62,-0.0186493,-0.124433,-0.105783,0.0826083,0.0503068,-0.132915
1.625,-0.0231488,-0.120293,-0.097144,0.082816,0.0427212,-0.125537
1.63,-0.0255374,-0.116765,-0.0912277,0.0821583,0.0379263,-0.120085
1.635,-0.026646,-0.112674,-0.086028,0.0804364,0.0342842,-0.114721
1.64,-0.025969,-0.108996,-0.0830268,0.0779219,0.0329424,-0.110864
1.645,-0.022311,-0.106761,-0.0844501,0.0745198,0.035876,-0.110396
1.65,-0.0146314,-0.104449,-0.0898176,0.068751,0.0434088,-0.11216
1.655,-0.00461327,-0.100645,-0.096032,0.060771,0.0527806,-0.113552
1.66,0.00405726,-0.0951141,-0.0991714,0.0525717,0.059599,-0.112171
1.665,0.010582,-0.0871226,-0.0977047,0.0441907,0.0625193,-0.10671
1.67,0.0184397,-0.077765,-0.0962047,0.0342514,0.06619,-0.100441
1.675,0.0301564,-0.0702306,-0.100387,0.0231368,0.0753693,-0.098506
