Time,Lead I,Lead II,Lead III,aVR,aVL,aVF
0.82,0.0373594,-0.0322443,-0.0696037,-0.00295316,0.0617551,-0.0588019
0.825,0.0397659,-0.0347518,-0.0745177,-0.00289489,0.0659816,-0.0630868
0.83,0.0420338,-0.0339023,-0.0759361,-0.00469473,0.0681099,-0.0634152
0.835,0.0442408,-0.0303008,-0.0745417,-0.00804827,0.0685791,-0.0605308
0.84,0.0460787,-0.0247802,-0.0708589,-0.0122967,0.0675139,-0.0552173
0.845,0.0476594,-0.0180404,-0.0656998,-0.0171005,0.065448,-0.0483474
0.85,0.0493409,-0.011553,-0.0608939,-0.0218168,0.063644,-0.0418272
0.855,0.051369,-0.0068,-0.058169,-0.0257319,0.0632417,-0.0375098
0.86,0.0538312,-0.00383374,-0.057665,-0.028866,0.0643723,-0.0355063
0.865,0.0565245,-0.00122954,-0.057754,-0.0319245,0.0659787,-0.0340541
0.87,0.0590705,0.00155328,-0.0575172,-0.0350011,0.0673119,-0.0323108
0.875,0.0612609,0.00320886,-0.0580521,-0.0372216,0.0688853,-0.0316637
0.88,0.0631427,0.00393681,-0.0592059,-0.0387284,0.070638,-0.0319096
0.885,0.0649739,0.00619804,-0.0587759,-0.0410911,0.0714469,-0.0303558
0.89,0.0670554,0.00952208,-0.0575333,-0.044212,0.0719313,-0.0277193
0.895,0.0697898,0.0139515,-0.0558383,-0.048348,0.0725314,-0.0241833
0.9,0.0733692,0.0201831,-0.053186,-0.0540124,0.0730666,-0.0190542
0.905,0.0776448,0.0267606,-0.0508842,-0.0602784,0.0742062,-0.0139278
0.91,0.0825887,0.0318113,-0.0507774,-0.0660489,0.0769989,-0.0109501
0.915,0.0886796,0.0371966,-0.051483,-0.0726747,0.0809229,-0.00824827
0.92,0.0960353,0.0449663,-0.051069,-0.0814073,0.0849307,-0.00352336
0.925,0.104118,0.0548963,-0.049222,-0.091807,0.088531,0.00327605
0.93,0.112328,0.0647619,-0.0475662,-0.102243,0.092315,0.00992791
0.935,0.120361,0.0724858,-0.0478755,-0.11134,0.0971316,0.0142088
0.94,0.128073,0.0772508,-0.0508217,-0.118543,0.103285,0.0152588
0.945,0.135362,0.0802782,-0.0550834,-0.1245,0.109953,0.0145462
0.95,0.14214,0.0831334,-0.0590063,-0.130061,0.116132,0.0139298
0.955,0.148175,0.0866623,-0.0615132,-0.135584,0.121064,0.0145198
0.96,0.15302,0.0902659,-0.0627544,-0.140461,0.124578,0.0158838
0.965,0.156339,0.0927399,-0.0635989,-0.143806,0.126981,0.0168246
0.97,0.158217,0.0946329,-0.063584,-0.145983,0.128057,0.0179261
0.975,0.158773,0.0964299,-0.0623429,-0.147341,0.127661,0.0196801
0.98,0.158165,0.0981238,-0.0600414,-0.147968,0.125982,0.0219868
0.985,0.156368,0.100152,-0.0562166,-0.148102,0.122736,0.025366
0.99,0.15292,0.101967,-0.0509538,-0.147159,0.117707,0.0294523
0.995,0.147387,0.101911,-0.0454764,-0.143932,0.11135,0.0325825
1,0.139777,0.0999557,-0.0398208,-0.138409,0.103691,0.0347189
1.005,0.130266,0.097468,-0.0327985,-0.131482,0.0941456,0.0373369
1.01,0.118899,0.0941022,-0.0247964,-0.122976,0.0829623,0.0400137
1.015,0.105886,0.087979,-0.017907,-0.111928,0.0714719,0.0404561
1.02,0.0919702,0.0797512,-0.012219,-0.0991433,0.0601536,0.0389897
1.025,0.077985,0.0701938,-0.00779118,-0.085551,0.0495229,0.0360281
1.03,0.0644565,0.0585704,-0.00588607,-0.0710296,0.0406123,0.0304173
1.035,0.0519931,0.0462096,-0.00578349,-0.0566974,0.0333573,0.02334
1.04,0.0413026,0.0352758,-0.00602682,-0.0442125,0.0273256,0.0168869
1.045,0.0327295,0.0260766,-0.00665288,-0.0339517,0.0227374,0.0112143
1.05,0.0262679,0.0167633,-0.00950463,-0.0248441,0.0206533,0.0041908
1.055,0.0215919,0.00625575,-0.0153362,-0.0160779,0.0213204,-0.00524258
1.06,0.0183217,-0.00310033,-0.021422,-0.00878806,0.022946,-0.014158
1.065,0.0160822,-0.00930829,-0.0253905,-0.00391089,0.0239442,-0.0200333
1.07,0.0143649,-0.0122702,-0.0266351,-0.00120936,0.0236714,-0.022462
1.075,0.0128932,-0.0130628,-0.025956,9.79E-05,0.0224296,-0.0225275
1.08,0.0117535,-0.0123631,-0.0241166,0.000351948,0.0207096,-0.0210615
1.085,0.0109574,-0.0103905,-0.0213479,-0.000327315,0.0186515,-0.0183242
1.09,0.010389,-0.00755877,-0.0179478,-0.00163405,0.0163603,-0.0147262
1.095,0.00998963,-0.00417074,-0.0141604,-0.00335953,0.013943,-0.0105835
1.1,0.00972431,-0.000753969,-0.0104783,-0.00517903,0.011664,-0.00648494
1.105,0.00968153,0.00165251,-0.00802902,-0.0065437,0.0102252,-0.00368148
1.11,0.0100307,0.00282986,-0.00720084,-0.00742504,0.00994863,-0.00252358
1.115,0.0108082,0.00369351,-0.00711473,-0.00837258,0.0103478,-0.00197524
1.12,0.0121104,0.00558793,-0.00652247,-0.0102181,0.0107577,-0.000539558
1.125,0.0138485,0.00944682,-0.00440172,-0.0134496,0.0105368,0.00291279
1.13,0.0156534,0.0140919,-0.00156143,-0.0171735,0.00993897,0.00723449
1.135,0.0171784,0.0182515,0.00107314,-0.0204554,0.00929836,0.0111571
1.14,0.0181894,0.0216222,0.00343284,-0.0229852,0.00851968,0.0144655
1.145,0.0186831,0.024212,0.00552884,-0.0247655,0.00759464,0.0171709
1.15,0.0189911,0.0254884,0.00649734,-0.0256802,0.00721325,0.018467
1.155,0.0194439,0.0248099,0.00536604,-0.0255499,0.00812783,0.0174221
1.16,0.0199133,0.0223707,0.00245735,-0.0244127,0.0100782,0.0143345
1.165,0.0201964,0.0196712,-0.000525132,-0.0230175,0.0119636,0.011054
1.17,0.0202322,0.0173822,-0.00284995,-0.0217167,0.0133265,0.00839021
1.175,0.0197418,0.0155416,-0.0042001,-0.0203709,0.0138228,0.00654804
1.18,0.0184872,0.0140834,-0.00440381,-0.0188046,0.0132161,0.00558849
1.185,0.0165925,0.0135658,-0.00302673,-0.0174119,0.0113272,0.00608471
1.19,0.0145708,0.0146623,9.14E-05,-0.0168777,0.00835968,0.00851806
1.195,0.0129331,0.0152481,0.00231492,-0.0162704,0.00613042,0.01014
1.2,0.0117581,0.0137478,0.00198969,-0.0147258,0.00563978,0.00908603
1.205,0.0109776,0.0113839,0.000406304,-0.0129104,0.00610332,0.00680706
1.21,0.0104701,0.00927095,-0.0011991,-0.0113975,0.00673718,0.00466028
1.215,0.0101837,0.00717484,-0.00300883,-0.0100219,0.00761668,0.00240525
1.22,0.0101977,0.00536894,-0.00482879,-0.00898742,0.00867557,0.000311852
1.225,0.0104725,0.00509923,-0.00537327,-0.00899034,0.00914856,-0.000158216
1.23,0.0107332,0.00627056,-0.00446269,-0.00981715,0.00877337,0.00104377
1.235,0.0106832,0.00774304,-0.00294019,-0.0106384,0.00786549,0.00277292
1.24,0.0100966,0.00866986,-0.00142672,-0.0108348,0.00665298,0.00418182
1.245,0.00897735,0.00898915,1.18E-05,-0.010373,0.00517626,0.0051967
1.25,0.00768381,0.00757758,-0.000106232,-0.00881116,0.00449758,0.00431358
1.255,0.00665892,0.00369136,-0.00296755,-0.00597573,0.00555784,0.000417893
1.26,0.00606526,-0.00141773,-0.00748299,-0.00268325,0.00782208,-0.00513883
1.265,0.00556424,-0.00614163,-0.0117059,0.000333356,0.0099709,-0.0103043
1.27,0.00476939,-0.00984558,-0.014615,0.00293074,0.0111916,-0.0141223
1.275,0.00371114,-0.0112456,-0.0149568,0.00435004,0.0107779,-0.015128
1.28,0.00270092,-0.00984388,-0.0125448,0.00412399,0.00880211,-0.0129261
1.285,0.00212409,-0.00686006,-0.00898415,0.00273431,0.00641334,-0.00914765
1.29,0.00241242,-0.00408661,-0.00649903,0.000966596,0.00514503,-0.00611162
1.295,0.00335764,-0.00334732,-0.00670496,-5.96E-06,0.00580964,-0.00580368
1.3,0.00429648,-0.00399237,-0.00828885,-0.000175575,0.00726614,-0.00709057
1.305,0.00485878,-0.00387258,-0.00873137,-0.000569383,0.00784627,-0.00727689
1.31,0.00508419,-0.00298607,-0.00807026,-0.00121135,0.00759473,-0.00638338
1.315,0.00500777,-0.0035174,-0.00852517,-0.000860465,0.00781324,-0.00695278
1.32,0.00466768,-0.00503981,-0.00970749,0.000214854,0.0082995,-0.00851436
1.325,0.0042881,-0.00497205,-0.00926015,0.000394878,0.00782208,-0.00821696
1.33,0.00390321,-0.00365979,-0.007563,-0.000140537,0.00662002,-0.00647948
1.335,0.00354915,-0.00357306,-0.00712221,1.38E-05,0.00616111,-0.00617492
1.34,0.00353957,-0.00461512,-0.00815469,0.000620967,0.00675168,-0.00737265
1.345,0.00395934,-0.00529665,-0.00925599,0.000772093,0.00762987,-0.00840196
1.35,0.00457732,-0.00646819,-0.0110455,0.00109169,0.00901984,-0.0101115
1.355,0.0052922,-0.00806288,-0.0133551,0.00159965,0.010766,-0.0123657
1.36,0.00599616,-0.00904857,-0.0150447,0.00176231,0.012148,-0.0139103
1.365,0.00666797,-0.00882712,-0.0154951,0.00124658,0.0127958,-0.0140424
1.37,0.00725942,-0.00784299,-0.0151024,0.000336925,0.0129106,-0.0132475
1.375,0.00775986,-0.00692003,-0.0146799,-0.00048488,0.0129556,-0.0124707
1.38,0.0082312,-0.00703145,-0.0152627,-0.000692673,0.0135642,-0.0128715
1.385,0.00895715,-0.00851444,-0.0174716,-0.000255602,0.0152586,-0.015003
1.39,0.0100552,-0.0108728,-0.020928,0.00047208,0.0178881,-0.0183602
1.395,0.0114183,-0.0127224,-0.0241407,0.000752867,0.02053,-0.0212829
1.4,0.012972,-0.0121321,-0.0251042,-0.000484933,0.0219833,-0.0214984
1.405,0.0143911,-0.00790221,-0.0222933,-0.00374634,0.0211797,-0.0174334
1.41,0.0151519,-0.000170051,-0.015322,-0.00864978,0.0175941,-0.00894432
1.415,0.0148706,0.0103205,-0.00455003,-0.0145441,0.0112125,0.00333161
1.42,0.0137498,0.0223519,0.00860209,-0.0208433,0.00297204,0.0178713
1.425,0.0123024,0.0337026,0.0214002,-0.026561,-0.00525263,0.0318136
1.43,0.0111909,0.0437693,0.0325784,-0.0317313,-0.0123481,0.0440794
1.435,0.0115486,0.0546836,0.043135,-0.0382391,-0.0182364,0.0564756
1.44,0.013983,0.0687554,0.0547723,-0.047769,-0.0235497,0.0713187
1.445,0.0177869,0.0856086,0.0678218,-0.0596954,-0.0288877,0.0885831
1.45,0.0211757,0.101414,0.0802378,-0.0707769,-0.0340995,0.104876
1.455,0.0229618,0.113384,0.0904227,-0.0787195,-0.0389486,0.117668
1.46,0.0239732,0.121848,0.097875,-0.08419,-0.0426672,0.126857
1.465,0.0257093,0.127775,0.102066,-0.0886142,-0.0440845,0.132699
1.47,0.0287116,0.129178,0.100467,-0.0911576,-0.0414277,0.132585
1.475,0.0321657,0.122226,0.0900601,-0.0891379,-0.0334253,0.122563
1.48,0.0343645,0.106208,0.0718437,-0.0811596,-0.0216387,0.102798
1.485,0.0339965,0.0823696,0.0483731,-0.067184,-0.0083003,0.0754843
1.49,0.0310028,0.0528792,0.0218764,-0.0484292,0.00526913,0.0431601
1.495,0.0261385,0.0216382,-0.00450034,-0.0275839,0.0176894,0.00989455
1.5,0.020598,-0.0069446,-0.0275426,-0.00788278,0.027794,-0.0199112
1.505,0.01571,-0.0294294,-0.0451394,0.00792087,0.0351314,-0.0430523
1.51,0.0122825,-0.0444295,-0.0567121,0.0185601,0.039834,-0.0583941
1.515,0.0102987,-0.053357,-0.0636557,0.0248597,0.0426976,-0.0675573
1.52,0.00930673,-0.0588084,-0.0681151,0.0285798,0.0446995,-0.0732793
1.525,0.00875478,-0.0635319,-0.0722866,0.0316255,0.0467893,-0.0784148
1.53,0.00881113,-0.0684177,-0.0772288,0.0344139,0.0496752,-0.084089
1.535,0.0115293,-0.0705538,-0.0820831,0.0340778,0.0540471,-0.0881249
1.54,0.0202744,-0.0643259,-0.0846003,0.0254332,0.0605494,-0.0859826
1.545,0.0388626,-0.0424824,-0.081345,0.00208991,0.0694018,-0.0714917
1.55,0.0688757,0.00701465,-0.0618611,-0.0438153,0.0754809,-0.0316656
1.555,0.102162,0.101975,-0.000186704,-0.117858,0.0590908,0.0587674
1.56,0.123446,0.258347,0.134901,-0.220428,-0.00661308,0.227042
1.565,0.120932,0.476667,0.355736,-0.345024,-0.135564,0.480588
1.57,0.0883788,0.718189,0.629811,-0.465672,-0.312596,0.778268
1.575,0.0270544,0.904675,0.87762,-0.537934,-0.491074,1.02901
1.58,-0.0521768,0.963821,1.016,-0.526338,-0.61671,1.14305
1.585,-0.13086,0.878084,1.00894,-0.431409,-0.658066,1.08948
1.59,-0.188417,0.694516,0.882933,-0.292197,-0.618544,0.910741
1.595,-0.211037,0.486619,0.697656,-0.159107,-0.524634,0.683741
1.6,-0.197332,0.308601,0.505933,-0.0642415,-0.40603,0.470271
1.605,-0.157301,0.1811,0.338402,-0.0137404,-0.286194,0.299935
1.61,-0.105796,0.0988114,0.204607,0.0040325,-0.179211,0.175179
1.615,-0.0561626,0.0460795,0.102242,0.00582151,-0.091455,0.0856335
1.62,-0.0163692,0.0119986,0.0283678,0.00252335,-0.0258289,0.0233055
1.625,0.0113363,-0.00965403,-0.0209904,-0.000971285,0.0186638,-0.0176925
1.63,0.0283532,-0.0242124,-0.0525656,-0.00239068,0.0467184,-0.0443278
1.635,0.0376773,-0.0353719,-0.0730492,-0.00133104,0.063928,-0.0625969
1.64,0.0424136,-0.043775,-0.0861886,0.000786,0.0742485,-0.0750345
1.645,0.0450254,-0.0492287,-0.0942541,0.00242679,0.080413,-0.0828398
1.65,0.0472556,-0.0525715,-0.0998272,0.00306915,0.0849182,-0.0879874
1.655,0.0495486,-0.0550984,-0.104647,0.00320419,0.0890248,-0.0922289
1.66,0.0515638,-0.0572691,-0.108833,0.00329396,0.0926051,-0.0958991
1.665,0.0532969,-0.0586464,-0.111943,0.00308851,0.0954015,-0.09849
1.67,0.0550494,-0.0583548,-0.113404,0.00190837,0.0972567,-0.0991651
